age1,age3,age5,age7,age9,age11,age13,age15,FID_68,IID_68,EA_01,EA_03,EA_05,EA_07,EA_09,EA_11,EA_13,EA_15,EMPL_1,EMPL_3,EMPL_5,EMPL_7,EMPL_9,EMPL_11,EMPL_13,EMPL_15
18,20,22,24,26,28,30,32,2377,179,12,13,,,,,14,,1,3,,,,,7,
14,15,18,19,21,24,26,28,2377,180,,,12,13,15,16,,,,,1,1,1,1,,
11,13,15,17,19,21,23,25,2377,181,,,,10,12,,,,,,,1,1,,,
-1,1,3,5,7,9,11,13,2377,182,,,,,,,,,,,,,,,,
-9,-7,-5,-3,-1,1,2,5,2377,183,,,,,,,,,,,,,,,,
8,10,12,14,16,18,20,22,2377,184,,,,,,,14,,,,,,,,7,
64,66,68,70,72,74,76,77,2379,1,16,16,16,16,14,14,14,,1,1,1,4,4,4,4,
63,65,67,69,71,73,75,77,2379,2,12,12,12,12,12,12,12,12,1,1,1,1,4,1,1,4
44,46,48,50,52,54,56,58,2379,3,16,16,16,,,,,,1,1,1,,,,,
37,39,41,43,45,47,49,51,2379,5,16,16,16,16,17,17,17,17,7,1,1,1,1,1,1,1
34,36,38,40,42,44,46,48,2379,6,12,12,12,12,16,16,16,16,1,1,1,1,1,1,1,1
18,20,22,24,26,28,30,32,2379,30,13,13,13,,,,,,1,3,1,,,,,
14,16,18,20,22,24,26,28,2379,31,,10,11,13,12,,15,15,,7,1,1,7,,1,3
9,11,13,15,17,19,21,23,2379,32,,,,,10,13,13,13,,,,0,7,1,1,1
7,9,11,13,15,17,19,21,2379,33,,,,,,,,,,,,,,,,
-7,-5,-3,-1,1,3,5,6,2379,34,,,,,,,,,,,,,,,,
-11,-9,-7,-5,-3,-1,1,3,2379,35,,,,,,,,,,,,,,,,
42,44,46,48,50,52,54,56,2379,170,12,12,12,,,,,,1,1,1,,,,,
35,38,39,41,43,46,47,49,2379,172,13,13,13,13,13,13,13,13,1,1,1,1,1,1,1,1
36,38,40,42,44,46,48,50,2379,173,16,16,16,16,16,16,16,16,1,1,6,1,1,1,1,1
21,23,25,27,29,31,33,35,2379,174,,,,,,,,,,,,,,,,
17,19,21,23,25,27,29,31,2379,175,,,,,,,16,16,,,,,,,1,3
69,71,73,75,77,79,81,83,2380,2,12,12,12,12,,,,,4,4,4,,,,,
47,49,51,53,55,57,59,61,2380,3,14,14,14,14,17,17,17,,1,3,1,1,1,1,1,
45,47,49,51,53,55,57,59,2380,4,12,,12,12,12,12,12,,1,,1,1,1,1,1,
23,25,27,29,31,33,35,37,2380,30,15,15,15,15,16,16,17,17,1,1,1,1,1,1,1,1
19,21,23,25,27,29,31,33,2380,32,12,13,12,12,13,13,13,13,7,3,1,1,1,1,5,5
49,51,53,55,57,59,61,63,2380,171,14,14,14,14,16,16,16,,1,1,1,1,1,1,1,
46,48,50,52,54,56,58,60,2380,175,12,,12,12,12,12,12,,1,,1,1,1,1,1,
15,17,19,21,23,25,27,29,2380,182,,,13,13,14,14,,,,,3,3,1,1,,
30,32,34,36,38,40,42,44,2380,183,,,,,16,12,,,,,,0,1,,,
12,14,16,18,20,22,24,26,2380,184,,,,,,,,,,,,,,,,
18,20,22,24,26,28,30,32,2380,185,,,,,,,8,8,,,,,,,6,6
-6,-4,-2,0,2,4,6,8,2380,186,,,,,,,,,,,,,,,,
-7,-5,-3,-1,1,3,5,7,2380,187,,,,,,,,,,,,,,,,
-8,-6,-4,-2,-1,2,4,5,2380,188,,,,,,,,,,,,,,,,
-8,-6,-4,-2,-1,2,4,5,2380,189,,,,,,,,,,,,,,,,
68,70,72,74,76,78,80,82,2383,2,15,15,15,15,12,12,12,,4,6,4,4,4,4,4,
38,40,42,44,46,48,50,52,2383,3,16,16,16,16,17,17,,,1,1,1,1,1,1,,
35,37,39,41,43,45,47,49,2383,5,17,17,17,17,16,16,16,16,1,1,1,1,1,1,3,1
3,5,7,9,11,13,15,17,2383,30,,,,,,,,12,,,,,,,,7
42,44,46,48,51,53,54,56,2383,170,14,14,14,14,14,14,,,1,1,1,1,6,3,,
16,18,20,22,24,26,28,30,2383,171,9,12,,,,,,,1,1,,,,,,
26,28,30,32,34,36,38,40,2383,172,12,12,12,12,12,12,12,12,6,1,5,6,5,5,5,5
8,10,12,14,16,18,20,22,2383,173,,,,,10,12,12,12,,,,0,7,7,,3
6,8,10,12,15,17,18,20,2383,174,,,,,,10,11,11,,,,,,7,,3
45,47,49,51,53,55,57,59,2383,175,,,,,,,,13,,,,,,,,6
80,82,84,86,88,90,92,94,2391,2,6,6,6,,,,,,5,4,4,,,,,
51,53,55,57,59,61,63,65,2391,3,12,12,12,12,12,12,,,1,5,5,5,5,5,,
25,27,29,31,33,35,37,39,2391,30,14,14,14,14,14,14,14,14,1,1,1,1,1,1,3,1
21,24,26,28,30,31,34,35,2391,31,12,12,12,12,12,,12,,1,1,1,1,3,,1,
19,21,23,25,27,29,31,33,2391,32,12,12,12,12,12,12,12,12,1,1,1,1,1,1,1,1
1,2,4,6,8,10,12,14,2391,33,,,,,,,,,,,,,,,,
1,3,5,7,9,11,13,15,2391,34,,,,,,,,,,,,,,,,
-1,1,3,5,7,9,11,13,2391,35,,,,,,,,,,,,,,,,
-3,-1,1,2,4,6,8,10,2391,36,,,,,,,,,,,,,,,,
47,49,51,53,55,57,59,61,2391,170,12,12,12,12,14,14,12,,1,1,1,1,1,1,1,
27,29,30,33,35,37,38,41,2391,173,14,14,14,14,14,14,14,14,1,1,1,1,1,1,1,1
6,7,9,11,13,15,17,20,2391,174,,,,,,,11,13,,,,,,,1,1
22,24,26,28,30,33,34,36,2391,175,9,9,9,9,11,11,11,11,6,6,1,6,6,6,6,6
3,5,7,9,11,13,15,17,2391,176,,,,,,,,11,,,,,,,,1
53,55,57,59,61,63,65,67,2391,177,,12,12,,,,,,,1,1,,,,,
51,53,55,57,59,61,63,65,2391,178,,,12,,,,,,,,5,,,,,
15,17,19,21,23,25,27,30,2391,179,,,12,12,12,12,12,12,,,1,1,1,1,1,1
19,21,23,25,27,29,31,34,2391,180,,,,,12,12,12,12,,,,0,1,1,1,1
-9,-7,-5,-3,-1,1,2,4,2391,181,,,,,,,,,,,,,,,,
23,25,27,29,31,33,35,37,2391,182,,,,,,,,12,,,,,,,,1
-11,-9,-7,-5,-3,-1,1,2,2391,183,,,,,,,,,,,,,,,,
-13,-11,-9,-7,-5,-3,-1,1,2391,184,,,,,,,,,,,,,,,,
57,58,61,63,65,66,68,70,2392,2,7,7,7,7,7,7,7,7,5,5,5,5,5,4,4,4
35,37,39,41,43,45,47,49,2392,4,12,12,,12,12,12,12,12,1,1,,1,1,3,5,5
34,36,38,41,43,44,46,49,2392,5,12,12,12,12,16,16,16,16,1,1,1,1,1,1,5,5
34,35,37,40,41,43,45,48,2392,6,12,12,12,12,12,12,12,12,1,1,1,1,1,1,1,1
32,34,36,38,40,42,44,46,2392,30,15,15,15,12,15,15,15,15,3,1,5,3,5,5,5,5
30,32,34,36,38,40,42,44,2392,31,9,9,9,12,12,12,12,12,6,3,1,1,3,6,1,1
15,17,19,21,23,24,26,29,2392,32,,11,12,12,,12,12,12,,7,1,,,1,1,1
11,13,15,17,19,21,23,25,2392,33,,,,12,12,12,12,12,,,,3,6,6,6,1
11,13,15,17,19,21,23,25,2392,34,,,,12,12,12,12,12,,,,3,3,1,1,1
9,11,14,16,18,19,21,24,2392,35,,,,9,12,,12,12,,,,7,3,,6,3
8,9,12,14,16,17,20,22,2392,36,,,,,10,11,12,12,,,,0,7,7,1,1
6,8,10,12,14,16,18,20,2392,37,,,,,,9,11,11,,,,,,7,1,1
-1,1,2,4,6,8,10,12,2392,38,,,,,,,,,,,,,,,,
-3,-1,1,3,4,6,8,10,2392,39,,,,,,,,,,,,,,,,
-3,-1,1,3,5,7,9,11,2392,40,,,,,,,,,,,,,,,,
-7,-5,-3,-1,1,2,4,6,2392,41,,,,,,,,,,,,,,,,
-7,-5,-3,-1,1,2,4,6,2392,42,,,,,,,,,,,,,,,,
-9,-7,-5,-3,-1,1,3,5,2392,43,,,,,,,,,,,,,,,,
-9,-7,-5,-3,-1,1,2,5,2392,44,,,,,,,,,,,,,,,,
-9,-7,-5,-3,-1,1,3,5,2392,45,,,,,,,,,,,,,,,,
-9,-7,-5,-3,-1,1,2,4,2392,46,,,,,,,,,,,,,,,,
-11,-9,-7,-5,-3,-1,1,3,2392,47,,,,,,,,,,,,,,,,
-11,-9,-7,-5,-3,-1,1,3,2392,48,,,,,,,,,,,,,,,,
-11,-9,-7,-5,-3,-1,1,3,2392,49,,,,,,,,,,,,,,,,
-13,-11,-9,-7,-5,-3,-1,1,2392,50,,,,,,,,,,,,,,,,
34,36,38,40,42,44,46,48,2392,170,12,12,12,12,,,,,1,1,1,,,,,
37,39,41,44,46,47,49,51,2392,172,12,12,12,12,12,,,,1,1,1,1,1,,,
27,29,31,33,35,37,39,41,2392,173,13,13,13,13,16,16,17,17,1,6,1,7,7,1,1,1
29,31,33,35,37,39,41,43,2392,177,12,12,12,12,12,12,12,12,1,1,1,1,1,1,1,6
53,55,57,59,61,63,65,67,2392,178,,,,12,,,,,,,1,,,,,
35,37,39,41,43,45,47,49,2392,179,,,,11,,,,,,,,,,,,
45,47,49,51,53,55,57,59,2392,180,,,,12,,,,,,,,,,,,
10,12,14,16,18,20,22,24,2392,181,,,,,9,9,,,,,,0,6,6,,
-6,-4,-2,0,2,4,6,8,2392,182,,,,,,,,,,,,,,,,
11,13,15,17,19,21,23,25,2392,183,,,,,,,12,9,,,,,,,1,1
33,35,37,39,41,43,45,48,2392,184,,,,,,6,6,6,,,,,,1,1,5
5,7,9,11,13,15,17,19,2392,185,,,,,,,12,12,,,,,,,6,1
13,15,17,19,21,23,25,27,2392,186,,,,,,,,10,,,,,,,,1
9,11,13,15,17,19,21,23,2392,187,,,,,,,,12,,,,,,,,1
13,15,17,19,21,23,25,27,2392,188,,,,,,,,12,,,,,,,,1
12,14,16,18,20,22,24,26,2392,189,,,,,,,,14,,,,,,,,1
-11,-9,-7,-5,-3,-1,1,3,2392,190,,,,,,,,,,,,,,,,
63,64,66,68,70,72,75,76,2393,1,17,17,17,17,17,17,17,17,1,1,4,1,4,1,1,1
62,63,65,67,69,71,74,75,2393,2,12,12,12,12,12,12,12,12,1,1,4,1,1,1,3,1
37,40,41,43,45,47,49,51,2393,3,16,16,,,,,,,1,1,,,,,,
36,39,40,42,44,46,48,50,2393,4,16,16,16,16,16,,,,6,6,6,1,1,,,
35,37,39,42,44,45,47,49,2393,5,16,16,16,16,16,16,16,16,1,1,1,1,1,1,1,1
7,10,11,13,15,17,19,21,2393,30,,,,,,,,,,,,,,,,
6,8,9,12,14,16,18,20,2393,31,,,,,,,,,,,,,,,,
1,3,5,7,9,11,13,15,2393,32,,,,,,,,,,,,,,,,
1,3,5,8,9,11,13,15,2393,33,,,,,,,,,,,,,,,,
-5,-3,-1,1,2,4,6,8,2393,34,,,,,,,,,,,,,,,,
-7,-5,-3,-1,1,2,4,6,2393,35,,,,,,,,,,,,,,,,
37,39,41,43,45,47,49,51,2393,171,16,16,16,16,17,,,,1,1,1,1,1,,,
33,35,37,39,41,43,45,47,2393,176,16,16,16,16,16,16,16,16,1,1,1,1,1,1,1,1
4,6,8,11,13,14,16,18,2393,177,,,,,,,10,12,,,,,,,7,1
77,77,81,83,85,87,89,91,2397,2,12,,,,,,,,4,,,,,,,
47,49,50,52,54,56,58,61,2397,3,13,13,13,13,12,12,12,,1,1,1,1,1,1,1,
45,47,49,51,53,55,57,59,2397,4,12,12,12,,,,,,1,1,1,,,,,
53,55,57,59,61,63,65,67,2397,21,17,17,17,17,17,17,17,17,1,1,1,1,1,1,1,1
32,34,36,38,40,42,44,46,2397,30,13,13,13,13,14,14,14,14,1,1,1,1,1,1,1,1
26,29,30,32,34,36,38,40,2397,31,12,12,,,,,,,1,1,,,,,,
30,32,35,37,38,40,42,44,2397,32,15,15,15,15,15,15,,,1,1,1,1,1,1,,
25,27,29,31,33,35,37,39,2397,33,,16,16,16,,16,16,16,1,1,3,,,1,1,1
29,31,33,35,37,39,41,43,2397,34,16,16,16,16,16,16,16,16,6,6,6,6,6,6,1,1
18,20,22,24,27,28,30,32,2397,35,13,11,13,15,14,14,14,14,7,1,1,1,3,1,1,1
7,9,11,13,15,17,19,21,2397,36,,,,,,10,,,,,,,,7,7,
5,7,9,11,14,15,17,19,2397,37,,,,,,,11,,,,,,,,7,
4,6,8,10,12,14,16,18,2397,38,,,,,,,9,11,,,,,,,1,1
2,4,6,8,10,12,14,16,2397,39,,,,,,,,9,,,,,,,,7
2,5,6,8,10,12,14,16,2397,40,,,,,,,,,,,,,,,,
1,2,4,6,8,10,12,14,2397,41,,,,,,,,,,,,,,,,
-1,1,2,4,5,7,9,12,2397,42,,,,,,,,,,,,,,,,
-1,1,3,5,7,9,11,13,2397,43,,,,,,,,,,,,,,,,
-1,1,3,5,7,9,11,13,2397,44,,,,,,,,,,,,,,,,
-3,-1,1,2,5,7,9,11,2397,45,,,,,,,,,,,,,,,,
-8,-6,-4,-2,0,2,4,6,2397,46,,,,,,,,,,,,,,,,
-13,-11,-9,-7,-5,-3,-1,1,2397,47,,,,,,,,,,,,,,,,
44,46,48,50,52,54,56,58,2397,170,,,,,12,12,12,,1,1,1,1,1,1,1,
52,54,56,58,60,62,64,66,2397,171,13,13,13,13,13,13,13,13,6,6,6,,,6,6,6
32,34,36,38,40,42,44,46,2397,173,13,13,13,13,14,14,14,14,1,1,1,1,1,1,1,1
29,31,33,35,37,38,40,43,2397,174,16,16,16,16,16,16,16,16,6,6,6,6,6,6,1,1
31,33,35,37,39,41,43,45,2397,175,14,14,14,14,14,14,14,14,1,1,1,1,1,1,1,1
28,31,32,34,36,38,40,42,2397,176,10,10,,,,,,,6,6,,,,,,
10,13,14,16,18,20,22,24,2397,177,,,,,,,,,,,,,,,,
23,25,27,30,31,33,35,37,2397,178,12,12,12,12,12,12,,,6,1,1,1,1,,,
6,8,11,13,14,16,18,20,2397,179,,,,,,11,,,,,,,,6,,
7,9,11,13,15,17,19,21,2397,180,,,,,,11,,,,,,,,7,,
24,26,28,30,32,34,37,39,2397,181,,,,16,,17,17,17,,,,,,1,1,1
42,44,46,48,50,52,54,56,2397,182,,,,,12,12,,,,,,0,1,1,,
16,18,20,22,24,26,28,30,2397,183,,,,,12,12,,,,,,0,1,1,,
25,27,29,31,33,35,37,39,2397,184,,,,,13,13,13,13,,,,0,1,7,1,1
69,71,73,75,77,79,81,83,2401,1,12,12,12,12,12,,,,4,4,4,4,4,,,
59,61,63,65,67,69,71,73,2401,170,12,12,12,12,12,,,,4,6,1,4,4,,,
68,69,71,74,76,77,80,81,2406,2,12,12,12,12,12,12,12,12,1,4,4,4,4,4,4,4
29,31,33,35,37,39,41,43,2406,30,,,,,,,,12,,,,,,,,5
34,36,38,40,42,44,46,48,2406,171,,,,,,,,12,,,,,,,,1
54,56,58,60,62,64,66,68,2408,1,13,13,13,13,13,13,14,,1,1,1,1,1,1,1,
25,27,29,31,33,35,37,39,2408,170,15,15,16,16,16,16,16,16,1,1,1,1,3,1,1,3
26,28,30,32,34,36,38,40,2408,172,,,16,16,17,17,,,,,1,1,7,7,,
68,71,72,74,76,78,80,82,2409,2,12,12,12,,,,,,4,5,5,,,,,
50,52,54,56,58,60,62,64,2409,3,,,,,17,17,17,17,1,1,1,1,1,1,1,4
47,49,51,53,55,57,59,61,2409,4,12,12,12,12,12,12,12,12,6,6,6,6,6,6,4,6
41,43,45,47,49,51,53,55,2409,6,12,14,14,14,14,14,14,14,1,1,1,1,2,1,1,1
24,26,28,30,32,35,37,39,2409,30,14,14,14,14,13,14,14,14,1,1,1,1,1,1,1,1
16,18,20,22,24,26,28,30,2409,31,9,12,12,12,12,12,12,14,3,1,1,1,7,1,1,7
15,17,19,21,23,25,27,29,2409,32,,9,10,12,12,12,12,12,,1,1,1,1,1,1,1
13,15,17,19,21,23,25,27,2409,33,,,12,13,,17,17,17,,,7,,,1,1,1
-3,-1,1,1,3,5,8,10,2409,34,,,,,,,,,,,,,,,,
-5,-3,-1,1,2,4,6,8,2409,35,,,,,,,,,,,,,,,,
-6,-4,-2,-1,2,3,6,8,2409,36,,,,,,,,,,,,,,,,
-9,-7,-5,-3,-1,1,3,5,2409,37,,,,,,,,,,,,,,,,
-9,-7,-5,-3,-1,1,2,5,2409,38,,,,,,,,,,,,,,,,
-11,-9,-7,-5,-3,-1,1,2,2409,39,,,,,,,,,,,,,,,,
-11,-9,-7,-5,-3,-1,1,3,2409,40,,,,,,,,,,,,,,,,
-13,-11,-9,-7,-5,-3,-1,1,2409,41,,,,,,,,,,,,,,,,
49,51,53,55,57,59,61,63,2409,170,12,12,12,12,12,,,,4,4,4,,,,,
40,42,44,46,48,50,52,54,2409,171,15,15,15,15,14,14,,,1,1,1,1,1,1,,
43,45,47,49,51,53,55,57,2409,173,12,12,12,12,12,12,12,12,1,1,1,1,1,5,5,5
11,13,15,17,19,22,23,25,2409,174,,,,10,12,12,,,,,,7,1,1,,
9,12,14,16,18,20,22,23,2409,175,,,,9,11,12,12,,,,,7,3,2,1,
23,25,27,29,31,33,35,38,2409,176,17,17,17,17,16,17,17,17,1,1,1,1,1,1,1,1
32,34,36,38,40,43,44,46,2409,177,,,,,12,12,,,,,,0,1,1,,
4,6,8,10,12,14,16,18,2409,178,,,,,,,,,,,,,,,,
10,12,14,16,18,20,22,24,2409,179,,,,,,12,12,,,,,,,1,1,
16,18,20,22,24,26,28,30,2409,180,,,,,,,12,12,,,,,,,1,6
31,33,35,37,39,41,43,45,2409,181,,,,,,,,13,,,,,,,,1
17,19,21,23,25,27,29,31,2409,182,,,,,,,,12,,,,,,,,1
57,58,61,62,65,66,69,70,2410,2,12,12,12,12,12,12,12,12,1,1,1,4,4,4,4,4
36,38,41,43,44,46,49,50,2410,3,12,12,12,12,12,12,12,12,6,1,1,1,3,1,1,1
32,34,37,38,41,42,45,47,2410,30,12,12,12,12,12,12,12,12,6,6,5,5,1,6,5,5
12,14,16,18,20,22,24,26,2410,31,,,8,10,12,12,13,14,,,7,7,7,1,1,1
10,12,14,16,18,20,22,24,2410,32,,,,8,10,12,12,12,,,,7,7,1,1,1
4,6,8,10,12,14,16,18,2410,33,,,,,,,10,12,,,,,,,7,3
3,5,7,9,11,13,15,17,2410,34,,,,,,,,9,,,,,,,,7
1,2,4,6,8,10,12,14,2410,35,,,,,,,,,,,,,,,,
38,40,42,44,46,48,50,51,2410,170,12,12,12,12,12,12,12,12,1,1,1,1,1,1,1,1
31,32,35,36,39,40,43,45,2410,171,12,12,12,12,12,12,12,12,1,1,1,1,1,1,3,1
11,13,15,17,19,21,23,24,2410,173,,,,,,,13,13,,,,,,,1,1
55,57,59,61,63,65,67,69,2411,2,,,12,12,12,12,12,12,1,1,1,1,1,4,4,4
34,36,38,40,42,44,46,48,2411,4,12,12,12,,,,,,1,1,1,,,,,
32,34,36,38,41,43,45,46,2411,30,12,12,12,,12,12,12,12,6,6,1,0,1,1,1,1
27,29,31,33,35,37,39,41,2411,31,12,12,12,12,12,12,12,12,1,1,2,1,1,1,1,1
5,7,9,11,13,15,17,19,2411,32,,,,,,,,,,,,,,,,
1,2,4,7,8,10,12,14,2411,33,,,,,,,,,,,,,,,,
-7,-5,-3,-1,1,3,5,7,2411,34,,,,,,,,,,,,,,,,
-11,-9,-7,-5,-3,-1,1,3,2411,35,,,,,,,,,,,,,,,,
38,40,42,44,46,48,50,52,2411,170,12,12,12,,,,,,1,1,1,,,,,
14,16,18,20,22,24,26,28,2411,171,,9,12,,,,,,,7,1,,,,,
9,11,13,15,17,19,21,23,2411,172,,,,,,,,,,,,,,,,
12,14,16,18,20,23,24,26,2411,173,,,10,,12,12,12,12,,,1,0,3,1,1,1
8,10,12,14,16,18,20,22,2411,174,,,,,11,12,12,12,,,,0,1,1,1,1
36,38,40,42,44,46,48,50,2411,175,12,12,12,,,,,,1,1,1,,,,,
26,28,30,32,34,36,38,40,2411,176,,15,16,,,,,,,1,,,,,,
61,63,65,67,69,71,73,75,2411,177,,,12,12,12,12,,,,,4,4,4,4,,
5,7,9,11,13,15,17,19,2411,178,,,,,,,,12,,,,,,,7,1
9,11,13,15,17,19,20,23,2411,179,,,,,,12,,,,,,,,1,1,
12,14,16,18,20,22,24,26,2411,180,,,,,,,15,15,,,,,,,1,1
59,61,63,65,67,69,70,73,2412,1,12,12,12,12,12,12,,,1,1,1,1,4,4,,
55,57,59,61,63,65,67,69,2412,2,12,12,12,12,13,13,13,13,1,1,1,1,1,1,1,2
32,34,36,38,40,42,44,46,2412,30,12,12,12,12,12,12,12,15,1,6,1,1,5,6,1,5
25,27,29,31,31,35,37,39,2412,31,12,12,12,12,12,,,,6,,1,,,,,
22,23,25,27,29,32,33,35,2412,32,12,12,11,11,11,11,11,11,6,,6,3,5,5,,6
5,7,9,11,13,15,17,19,2412,33,,,,,,,10,12,,,,,,,7,3
3,5,7,9,11,13,15,17,2412,34,,,,,,,,11,,,,,,,,7
34,36,38,40,42,44,46,48,2412,170,12,12,12,12,12,12,12,12,1,1,1,1,5,6,6,5
87,89,89,93,95,97,99,,2412,171,12,12,,,,,,,4,4,,,,,,
54,56,58,60,62,64,66,68,2412,172,,12,,,,,,,,,,,,,,
47,49,51,53,55,57,59,61,2416,3,12,12,12,12,12,12,12,12,1,1,1,1,1,1,1,1
46,48,50,52,54,56,58,60,2416,4,12,12,12,12,12,12,12,12,1,1,1,1,1,1,1,1
34,36,38,40,42,44,46,47,2416,6,13,13,13,13,14,14,14,14,5,5,5,5,5,6,5,1
24,26,28,30,32,34,36,38,2416,30,,,,,,,,17,,,,,,,,1
24,25,26,28,31,33,35,37,2416,31,14,14,14,14,14,14,14,14,3,1,1,1,3,1,1,1
21,23,25,27,29,31,33,36,2416,32,,,,,,,,14,,,,,,,,1
19,21,23,26,28,29,32,33,2416,33,13,14,14,14,13,,14,13,1,1,1,1,3,,1,1
16,18,20,22,24,26,28,30,2416,34,10,12,14,14,16,16,16,16,7,1,1,1,1,1,1,1
12,14,16,18,20,22,25,26,2416,35,,,9,11,12,14,14,14,,,1,3,1,1,3,1
7,9,11,13,15,17,19,21,2416,36,,,,,,11,13,14,,,,,,1,7,5
-11,-9,-7,-5,-3,-1,1,3,2416,38,,,,,,,,,,,,,,,,
46,48,50,52,54,56,58,59,2416,170,,,,,,,,12,,,,,,,,6
47,49,51,54,55,57,59,61,2416,171,14,14,14,16,16,,,,3,1,1,1,1,,,
38,40,42,44,47,48,50,52,2416,172,12,12,12,12,12,11,,,1,1,1,1,1,,,
48,50,52,54,56,58,60,62,2416,173,,,,,13,13,13,13,1,1,1,1,1,1,1,1
20,23,24,26,28,30,32,34,2416,174,12,12,,,,,,,1,1,,,,,,
21,23,25,27,29,31,33,35,2416,175,,12,12,12,12,12,12,12,,1,1,1,1,1,3,1
17,19,21,23,25,27,29,31,2416,176,,,,13,13,,,,,,,1,7,,,
44,46,48,50,52,54,56,58,2416,177,,,,12,12,12,12,12,,,,1,3,1,1,1
50,52,54,56,58,60,62,62,2416,178,,,,,,,,16,,,,,,,,1
15,17,19,21,23,25,27,30,2416,179,,,,,,,15,16,,,,,,,1,1
25,27,29,31,33,35,37,39,2416,180,,,,,,,,16,,,,,,,,1
-10,-8,-6,-4,-2,0,2,4,2416,181,,,,,,,,,,,,,,,,
-2,-1,2,4,6,8,10,11,2416,182,,,,,,,,,,,,,,,,
67,69,71,73,75,77,79,81,2417,1,12,12,12,12,12,12,12,12,4,4,4,4,4,4,1,4
42,44,46,48,50,52,54,56,2417,3,,,,,15,15,15,15,1,1,1,1,1,1,1,1
38,40,42,44,46,48,50,52,2417,5,12,12,12,,12,12,,12,1,1,1,0,1,1,,1
18,21,22,24,26,28,30,32,2417,31,12,13,13,13,12,12,12,12,1,6,1,,,1,5,6
-7,-5,-3,-1,1,2,4,6,2417,33,,,,,,,,,,,,,,,,
-11,-9,-7,-5,-3,-1,1,3,2417,34,,,,,,,,,,,,,,,,
41,43,45,47,49,51,53,55,2417,170,16,16,,,,,,,1,1,,,,,,
42,44,46,48,50,52,54,56,2417,174,14,14,,,,,,,1,1,,,,,,
12,14,16,18,20,22,24,26,2417,175,,,,,,,,,,,,,,,,
7,9,11,13,15,17,19,21,2417,176,,,,,,,,,,,,,,,,
28,30,32,34,36,38,40,42,2417,177,,15,,,,,,,,1,,,,,,
64,66,68,70,72,74,76,78,2417,178,,,,14,12,,,,,,,1,1,,,
29,31,33,35,37,39,41,43,2417,179,,,,14,13,,,,,,,1,1,,,
66,68,70,72,74,76,78,80,2418,2,12,12,12,,,,,,1,1,1,,,,,
47,49,51,53,55,57,59,61,2418,3,9,9,9,9,12,12,12,12,1,1,1,1,3,1,1,1
46,47,50,52,54,56,58,60,2418,4,12,12,12,12,,,,,1,,5,,,,,
38,40,42,44,46,48,50,52,2418,5,14,14,14,14,16,16,16,16,1,1,1,1,1,1,1,1
36,39,41,43,45,47,49,51,2418,6,12,12,12,12,12,12,12,12,1,1,1,1,1,1,1,1
28,30,32,34,36,38,40,42,2418,30,12,12,12,11,10,,,,1,1,3,1,1,,,
24,26,29,30,32,35,37,39,2418,31,12,12,12,12,12,12,12,12,1,1,1,1,1,1,1,1
25,26,28,30,33,35,36,39,2418,32,12,12,12,12,12,,12,,1,1,1,1,1,,5,
23,25,27,29,31,33,35,37,2418,33,12,12,12,12,12,12,,,1,1,1,1,1,1,,
10,11,13,15,17,20,22,23,2418,34,,,,,11,14,16,16,,,,0,7,7,7,1
-1,1,2,4,6,8,10,12,2418,35,,,,,,,,,,,,,,,,
-3,-1,1,3,6,7,9,11,2418,36,,,,,,,,,,,,,,,,
-7,-5,-3,-1,1,3,4,6,2418,37,,,,,,,,,,,,,,,,
-9,-7,-5,-3,-1,1,3,5,2418,38,,,,,,,,,,,,,,,,
55,57,59,62,63,66,67,69,2418,170,12,,12,12,12,12,,,1,1,4,5,4,5,,
42,44,46,48,50,52,54,56,2418,173,12,12,12,12,14,14,14,14,1,1,1,1,1,1,1,1
23,24,27,28,30,33,35,37,2418,174,13,13,13,13,12,12,,,1,1,1,1,1,1,,
33,35,37,39,41,44,45,47,2418,175,,,,17,17,17,17,17,1,1,1,1,1,1,1,1
12,14,17,19,20,23,25,26,2418,176,,,11,13,,,,,,,7,,,,1,
9,11,13,15,17,20,21,23,2418,177,,,,,10,14,,,,,,0,1,7,,
4,6,8,10,12,14,16,18,2418,178,,,,,,,10,12,,,,,,,7,3
22,24,26,28,30,32,34,36,2418,179,,,,,12,,,12,1,1,1,1,6,,,6
32,34,35,38,39,42,44,46,2418,180,,,,,16,,,,,1,1,1,1,,,
12,14,15,18,19,22,24,26,2418,181,,,,12,14,,,,,,,1,1,,,
7,9,11,14,15,17,19,21,2418,182,,,,,,,,,,,,,,,,
47,49,51,53,55,57,59,61,2418,183,,,11,11,,,,,,,1,,,,,
13,15,17,19,21,23,25,27,2418,184,,,11,12,,,,,,,1,,,,,
19,21,23,25,27,29,31,33,2418,185,,,,,,,,12,,,,,,,,1
-13,-11,-9,-7,-5,-3,-1,1,2418,186,,,,,,,,,,,,,,,,
49,51,53,55,57,59,61,63,2422,3,12,12,12,12,12,12,12,12,6,1,6,6,6,6,6,6
47,49,51,53,55,57,59,61,2422,4,16,16,16,16,16,16,16,16,1,3,1,1,1,1,1,1
45,47,49,51,53,55,57,59,2422,5,12,12,12,12,12,12,12,12,1,1,1,1,1,1,1,1
28,30,32,34,36,38,40,42,2422,31,15,15,15,15,14,14,14,14,1,1,1,1,1,1,1,1
25,27,29,31,33,35,37,39,2422,32,17,17,17,17,17,17,17,17,1,1,1,2,1,1,1,1
