age1,age3,age5,age7,age9,age11,age13,age15,FID_68,IID_68,EA_01,EA_03,EA_05,EA_07,EA_09,EA_11,EA_13,EA_15,EMPL_1,EMPL_3,EMPL_5,EMPL_7,EMPL_9,EMPL_11,EMPL_13,EMPL_15
15,17,18,21,23,25,27,29,6602,34,,,12,8,8,8,,,,,3,1,6,1,,
14,16,18,20,21,24,26,28,6602,36,,9,9,11,,12,13,13,,7,,,,3,3,3
10,12,14,16,19,20,22,24,6602,39,,,,11,12,,,,,,,7,3,,,
9,10,13,14,17,19,20,22,6602,40,,,,,11,12,15,15,,,,,,7,1,1
8,10,11,14,16,17,20,21,6602,41,,,,,10,12,12,14,,,,0,7,1,3,3
1,2,4,6,9,10,12,15,6602,42,,,,,,,,,,,,,,,,
-1,1,2,4,6,8,11,12,6602,43,,,,,,,,,,,,,,,,
-5,-3,-1,1,2,4,6,8,6602,44,,,,,,,,,,,,,,,,
-4,-2,0,2,4,6,8,10,6602,45,,,,,,,,,,,,,,,,
-7,-5,-3,-1,1,1,3,5,6602,46,,,,,,,,,,,,,,,,
-7,-5,-3,-1,1,3,5,7,6602,47,,,,,,,,,,,,,,,,
-9,-7,-5,-3,-1,1,3,5,6602,48,,,,,,,,,,,,,,,,
-9,-7,-5,-3,-1,1,2,4,6602,49,,,,,,,,,,,,,,,,
-11,-9,-7,-5,-3,-1,1,3,6602,50,,,,,,,,,,,,,,,,
-13,-11,-9,-7,-5,-3,-1,1,6602,51,,,,,,,,,,,,,,,,
-13,-11,-9,-7,-5,-3,-1,1,6602,52,,,,,,,,,,,,,,,,
38,40,42,44,46,48,50,52,6602,179,12,12,,,,,,,1,1,,,,,,
17,19,21,23,25,27,29,31,6602,181,10,11,,12,12,,12,12,7,3,,1,1,,1,3
41,43,45,47,49,51,53,55,6602,182,,12,12,,,,,,,1,1,,,,,
35,37,39,41,43,45,47,49,6602,188,7,7,7,7,7,,,6,6,6,1,6,3,,,1
17,19,21,23,25,27,29,31,6602,189,12,12,,,,,,,7,7,,,,,,
15,17,19,21,23,25,27,29,6602,190,,12,12,,,,,,,7,7,,,,,
14,16,18,19,22,24,26,28,6602,191,,10,11,12,,,,,,7,7,,,,,
12,14,16,18,20,23,24,27,6602,192,,,9,9,10,9,,9,,,7,,,3,,3
12,13,15,17,19,21,23,25,6602,194,,,,10,10,10,10,10,,,,,,6,6,6
40,42,44,46,48,50,52,54,6602,195,10,10,10,9,,,,,1,1,1,,,,,
20,22,24,26,28,30,32,34,6602,196,10,,,,,,,,3,,,,,,,
39,41,43,45,46,49,50,52,6602,198,,,,,,12,12,12,,,1,1,1,1,1,1
15,17,19,21,23,25,27,29,6602,199,,,9,9,,,,,,,1,1,1,,,
12,14,16,18,20,22,24,26,6602,200,,,9,11,,,,,,,7,7,7,,,
12,14,16,18,20,22,23,26,6602,201,,,9,11,,11,11,11,,,7,,,6,7,
11,13,15,17,19,21,23,25,6602,202,,,,,,,,,,,,,,,,
41,43,45,47,49,51,53,55,6602,204,12,12,,,,,,,1,1,,,,,,
-5,-3,-1,1,2,4,6,8,6602,205,,,,,,,,,,,,,,,,
31,33,35,37,39,41,43,46,6602,206,,,,9,12,12,12,12,,,,,,1,1,1
17,19,21,23,25,27,29,31,6602,207,,,,,,,12,,,,,1,3,,6,
-1,1,3,5,7,9,12,13,6602,208,,,,,,,,,,,,,,,,
56,58,60,62,64,67,69,71,6602,209,,,,,,,,,,,,0,1,,4,
-7,-5,-3,-1,1,3,5,7,6602,210,,,,,,,,,,,,,,,,
10,12,14,16,18,20,22,24,6602,211,,,,,,,,9,,,,,,,,7
49,51,53,55,57,59,61,63,6602,212,,,,,,,,,,,,,,,,
63,65,67,69,71,73,75,77,6605,3,7,,,,,,,,5,,,,,,,
50,53,54,56,58,60,62,64,6605,4,12,,,,,,,,5,6,,,,,,
48,50,52,54,56,58,60,62,6605,7,11,11,11,11,12,12,12,12,1,1,1,1,1,1,1,4
47,48,51,53,55,57,59,61,6605,8,11,11,,,,,,,5,3,,,,,,
44,46,48,50,52,54,56,58,6605,9,12,12,12,12,14,14,14,14,1,1,1,1,1,1,1,1
49,51,53,56,57,59,62,63,6605,10,10,10,10,10,11,11,11,,5,5,5,5,4,4,4,
43,45,47,48,51,53,55,57,6605,11,9,9,9,10,,,,,5,3,5,,,,,
40,42,44,46,48,50,52,54,6605,12,8,8,8,8,12,12,12,12,1,1,1,1,7,7,7,5
32,34,36,38,40,42,44,46,6605,30,12,12,12,12,11,11,11,11,1,3,3,1,3,1,1,1
19,21,23,25,27,29,31,33,6605,31,12,12,12,12,12,12,12,12,1,1,1,1,1,1,1,1
19,22,23,25,28,30,31,33,6605,32,11,12,12,12,12,12,12,12,7,7,1,1,1,1,7,6
14,16,18,20,22,24,26,28,6605,33,,11,13,14,14,14,14,14,,7,7,7,3,6,6,3
11,13,15,17,19,21,23,25,6605,34,,,,11,12,12,12,12,,,,7,3,1,3,7
9,11,13,15,17,19,21,23,6605,35,,,,,11,12,12,12,,,,0,7,1,3,7
9,11,13,15,17,19,21,23,6605,36,,,,,,,,,,,,,,,,
6,8,10,12,14,16,18,20,6605,37,,,,,,10,,,,,,,,7,7,
6,8,10,12,14,16,18,20,6605,38,,,,,,9,,10,,,,,,7,,7
1,3,5,7,9,11,13,15,6605,40,,,,,,,,,,,,,,,,
-3,-1,1,2,5,7,9,11,6605,41,,,,,,,,,,,,,,,,
-5,-3,-1,1,3,5,7,9,6605,42,,,,,,,,,,,,,,,,
-7,-5,-3,-1,1,3,5,7,6605,43,,,,,,,,,,,,,,,,
-7,-5,-3,-1,1,2,4,6,6605,44,,,,,,,,,,,,,,,,
-7,-5,-3,-1,1,3,5,7,6605,45,,,,,,,,,,,,,,,,
-9,-7,-5,-3,-1,1,2,4,6605,46,,,,,,,,,,,,,,,,
-9,-7,-5,-3,-1,1,3,5,6605,47,,,,,,,,,,,,,,,,
-11,-9,-7,-5,-3,-1,1,3,6605,48,,,,,,,,,,,,,,,,
-13,-11,-9,-7,-5,-3,-1,1,6605,49,,,,,,,,,,,,,,,,
-13,-11,-9,-7,-5,-3,-1,1,6605,50,,,,,,,,,,,,,,,,
42,44,46,48,50,52,54,56,6605,183,11,11,,,,,,,1,1,,,,,,
24,26,28,29,31,33,35,38,6605,184,11,,11,11,12,12,12,12,1,,1,1,1,1,1,1
39,42,44,46,48,50,52,54,6605,190,13,13,13,12,12,12,12,12,1,3,1,3,5,3,3,4
36,38,40,42,44,46,48,50,6605,192,12,12,12,12,,,,,1,1,1,,,,,
38,40,42,44,46,48,50,52,6605,195,11,11,11,11,12,12,12,12,3,1,1,1,1,1,1,6
9,11,13,15,17,19,21,23,6605,196,,,,,9,10,11,12,,,,0,7,7,7,3
42,44,46,48,50,52,54,56,6605,197,,11,11,,12,,,12,3,3,3,0,3,,,1
10,12,13,16,18,19,21,23,6605,198,,,,,12,14,16,17,,,,0,7,7,2,3
20,22,24,26,28,30,32,34,6605,199,12,11,13,,,,,11,3,3,,,,,,3
48,50,52,54,56,58,60,62,6605,200,,,,,,,,,5,,,,,,,
18,20,22,24,26,28,30,32,6605,201,13,,,,,,,,7,,,,,,,
42,44,46,48,50,52,54,56,6605,204,16,16,16,16,16,16,,,1,1,1,1,1,1,,
12,14,16,18,20,22,24,26,6605,205,,,11,12,,,,,,,7,,,,,
2,5,7,9,10,12,14,17,6605,206,,,,,,,,10,,,,,,,,7
16,19,20,22,25,26,28,30,6605,207,12,12,12,,12,,,12,7,1,3,0,1,,,5
23,25,27,29,31,33,35,37,6605,208,9,,,,12,12,12,12,1,,1,1,6,1,1,1
5,7,9,11,13,15,17,19,6605,209,,,,,,,10,12,,,,,,,1,1
37,39,40,43,45,46,49,51,6605,210,,12,,,12,12,12,12,,1,1,1,1,1,1,1
38,40,41,44,46,48,50,52,6605,211,,,12,,,,,,,1,1,,,,,
14,16,18,20,22,24,26,28,6605,212,,10,10,,,,,,,7,3,,,,,
15,17,19,21,23,25,27,29,6605,213,,7,7,,,,,,,7,3,,,,,
22,24,26,28,30,32,34,36,6605,214,,,12,12,12,12,,,,,1,1,1,3,,
0,2,4,6,8,10,12,14,6605,215,,,,,,,,,,,,,,,,
12,14,16,18,20,21,24,26,6605,216,,,,12,12,14,12,12,,,,7,3,3,3,3
14,16,18,20,22,24,26,28,6605,217,,,,12,13,13,13,13,,,,1,1,7,1,1
-3,-1,1,3,5,7,9,11,6605,218,,,,,,,,,,,,,,,,
14,16,18,20,22,24,26,28,6605,219,,,,,14,14,14,14,,,,0,1,1,1,1
39,41,43,45,47,49,51,53,6605,220,,,,,,,12,,,,,,,,1,
40,42,44,46,48,50,52,54,6605,221,,,,,,,12,12,,,,,,,1,
26,28,30,32,34,36,38,40,6605,222,,,,,,,,15,,,,,,,,1
-11,-9,-7,-5,-3,-1,1,3,6605,223,,,,,,,,,,,,,,,,
2,4,6,8,10,12,14,16,6605,224,,,,,,,,11,,,,,,,,7
-2,0,2,4,6,8,10,12,6605,225,,,,,,,,,,,,,,,,
-12,-10,-8,-6,-4,-2,0,2,6605,226,,,,,,,,,,,,,,,,
-13,-11,-9,-7,-5,-3,-1,1,6605,229,,,,,,,,,,,,,,,,
24,26,28,30,32,34,36,38,6605,230,,,,,,,,,,,,,,,,6
6,8,10,12,14,16,18,20,6605,231,,,,,,,,12,,,,,,,,3
38,40,42,44,46,48,50,52,6607,8,10,10,10,10,12,12,12,12,1,3,1,3,1,3,3,3
21,23,25,27,29,31,33,35,6607,30,11,11,11,11,12,12,12,12,1,1,1,1,1,1,1,1
-9,-7,-5,-3,-1,1,3,5,6607,31,,,,,,,,,,,,,,,,
12,14,16,18,19,22,23,25,6607,180,,,9,10,11,10,10,10,,,7,3,3,3,3,6
17,19,21,23,25,27,29,31,6607,181,,,,12,,,,,,,,,,,,
20,22,24,26,28,30,32,34,6607,182,,,,,12,14,14,14,,,,0,1,1,1,1
-3,-1,1,3,5,7,9,11,6607,183,,,,,,,,,,,,,,,,
38,40,42,44,46,48,50,52,6609,2,13,13,13,13,13,13,13,13,4,5,5,1,4,5,7,5
47,49,51,53,55,57,59,61,6615,3,16,16,16,16,16,16,16,16,1,1,1,1,1,1,1,1
46,47,50,51,53,55,57,59,6615,4,12,12,12,12,14,14,14,14,1,1,1,1,1,1,1,1
43,45,47,49,51,53,55,57,6615,6,11,11,11,11,12,12,12,,1,1,3,1,3,5,5,
23,25,27,29,31,33,35,37,6615,30,12,12,13,13,12,12,12,12,1,7,1,1,1,1,1,1
26,28,30,32,34,36,38,40,6615,31,13,,12,12,16,16,16,16,1,,1,1,1,1,1,1
21,23,25,27,29,31,33,35,6615,32,13,,,,,,,,,,,,,,,
16,18,20,22,24,26,28,30,6615,33,10,11,12,14,14,14,14,14,1,1,1,1,5,1,1,1
15,17,19,21,23,25,27,29,6615,34,,12,13,13,,,16,17,,7,1,,,,1,1
11,13,15,17,19,21,23,25,6615,35,,,,11,13,,17,16,,,,7,7,,7,1
4,6,8,11,12,15,17,19,6615,36,,,,,,,11,13,,,,,,,3,7
4,5,8,10,12,14,16,18,6615,37,,,,,,,,,,,,,,,,
1,3,5,7,8,11,13,15,6615,38,,,,,,,,,,,,,,,,
1,3,5,7,9,11,13,15,6615,39,,,,,,,,,,,,,,,,
1,2,5,7,8,10,12,14,6615,40,,,,,,,,,,,,,,,,
-3,-1,1,3,5,7,9,11,6615,41,,,,,,,,,,,,,,,,
-11,-9,-7,-5,-3,-1,1,2,6615,42,,,,,,,,,,,,,,,,
-11,-9,-7,-5,-3,-1,1,2,6615,43,,,,,,,,,,,,,,,,
46,48,50,52,54,56,58,60,6615,170,12,12,,,,,,,1,1,,,,,,
48,50,52,54,56,58,60,62,6615,173,11,11,11,11,11,11,11,11,1,1,1,1,1,1,1,4
42,44,46,47,49,52,53,56,6615,174,15,15,15,15,15,15,15,15,1,1,1,1,1,1,6,6
24,25,28,30,32,34,36,38,6615,175,12,12,,,,,,,3,7,,,,,,
21,23,25,26,28,30,32,35,6615,176,,,13,13,14,14,14,14,,,1,1,1,1,1,1
4,6,8,10,12,14,16,19,6615,177,,,,,,,10,13,,,,,,,3,1
1,3,5,6,8,10,12,15,6615,178,,,,,,,,,,,,,,,,
47,49,51,53,55,57,59,61,6616,3,14,14,14,,,,,,3,3,1,,,,,
44,46,48,50,52,54,56,58,6616,4,10,10,10,10,12,12,12,12,1,2,1,2,3,4,5,5
41,43,45,48,49,51,53,55,6616,5,11,11,11,11,12,12,12,12,1,1,1,1,3,1,1,1
39,41,43,45,48,49,51,53,6616,6,15,15,15,15,16,16,16,16,1,1,1,1,1,1,1,1
37,39,41,44,45,47,49,51,6616,7,15,15,16,17,16,16,16,,1,1,6,1,1,1,1,
19,20,22,24,27,28,31,32,6616,31,13,14,15,15,15,15,15,15,1,3,1,1,1,1,1,1
18,20,22,24,26,28,30,32,6616,32,12,12,12,12,11,11,11,11,1,1,1,3,1,1,6,1
15,17,19,21,23,25,27,29,6616,33,,10,12,12,,13,13,13,,1,3,,,3,1,1
13,15,17,19,21,23,25,27,6616,34,,,10,12,13,13,13,13,,,7,7,1,1,3,1
13,15,17,19,21,23,25,27,6616,35,,,12,14,,,16,16,,,,,,,1,1
11,13,15,17,19,21,23,25,6616,36,,,,12,,,14,14,,,,,,,1,1
3,5,7,9,11,13,15,17,6616,37,,,,,,,,10,,,,,,,,7
1,3,5,7,9,11,13,15,6616,38,,,,,,,,,,,,,,,,
-5,-3,-1,1,2,4,6,8,6616,39,,,,,,,,,,,,,,,,
-5,-3,-1,1,2,4,6,8,6616,40,,,,,,,,,,,,,,,,
-5,-3,-1,1,3,5,7,9,6616,41,,,,,,,,,,,,,,,,
-9,-7,-5,-3,-1,1,2,4,6616,42,,,,,,,,,,,,,,,,
-11,-9,-7,-5,-3,-1,1,3,6616,43,,,,,,,,,,,,,,,,
-11,-9,-7,-5,-3,-1,1,2,6616,44,,,,,,,,,,,,,,,,
-11,-9,-7,-5,-3,-1,1,2,6616,45,,,,,,,,,,,,,,,,
-11,-9,-7,-5,-3,-1,1,2,6616,46,,,,,,,,,,,,,,,,
-12,-10,-8,-6,-4,-2,0,2,6616,47,,,,,,,,,,,,,,,,
-13,-11,-9,-7,-5,-3,-1,1,6616,48,,,,,,,,,,,,,,,,
-13,-11,-9,-7,-5,-3,-1,1,6616,49,,,,,,,,,,,,,,,,
35,37,39,41,43,45,47,49,6616,172,12,12,12,12,13,13,13,13,1,1,1,1,7,3,1,1
42,43,46,48,50,52,54,56,6616,174,12,12,,,,,,,1,1,,,,,,
33,34,36,38,41,42,45,47,6616,176,13,13,13,13,12,12,12,12,1,1,1,1,1,1,1,1
13,15,17,19,22,23,25,27,6616,177,,,11,12,13,12,,,,,1,1,3,3,1,
35,36,38,41,43,44,46,49,6616,179,,,,,13,13,13,13,1,1,1,1,1,1,1,1
17,19,21,23,25,27,29,31,6616,180,,,,,,,,,,,,,,,,
15,16,18,21,22,24,26,29,6616,181,,11,12,12,12,12,12,12,,7,1,1,1,1,3,1
13,15,17,19,21,23,25,27,6616,182,,,10,12,,,,,,,7,,,,,
11,13,15,17,19,21,23,25,6616,183,,,,10,9,9,9,9,,,,7,1,1,1,1
36,37,40,42,44,46,48,50,6616,191,12,12,,,,,,,6,1,,,,,,
16,18,20,22,24,26,28,30,6616,192,11,12,,,,,,,7,7,,,,,,
10,12,14,16,18,20,22,24,6616,193,,,,,,,,,,,,,,,,
35,37,39,41,43,45,47,49,6616,194,12,12,12,12,,,,,1,3,1,,,,,
-1,1,3,5,7,9,11,13,6616,195,,,,,,,,,,,,,,,,
5,7,9,11,13,15,17,19,6616,196,,,,,,,,,,,,,,,,
33,35,37,39,41,43,45,47,6616,197,,,12,12,14,,,,,,1,1,1,,,
12,14,16,18,20,22,24,26,6616,198,,,10,11,12,,,,,,7,7,7,,,
10,12,14,16,19,20,22,24,6616,199,,,,9,12,,,,,,,7,7,,,
8,10,12,14,16,18,20,22,6616,200,,,,,9,,,,,,,0,7,,,
6,8,10,12,14,16,18,20,6616,201,,,,,,8,12,12,,,,,,7,3,7
47,49,51,54,55,57,59,61,6616,202,,,17,,,,,,,,1,,,,,
-2,0,2,4,6,8,10,12,6616,203,,,,,,,,,,,,,,,,
23,25,27,29,31,33,35,37,6616,204,,,,15,15,15,15,15,,,,1,1,1,1,1
41,43,45,47,49,51,53,55,6616,205,,,,,12,12,12,,,,,0,1,1,1,
17,19,21,23,25,27,29,31,6616,206,,,,,12,,,,,,,0,1,,,
-7,-5,-3,-1,1,3,5,7,6616,207,,,,,,,,,,,,,,,,
9,11,13,15,17,19,21,23,6616,208,,,,,,12,12,12,,,,,,1,1,1
43,45,47,49,51,53,55,57,6616,209,,,,,,,12,12,,,,,,,5,5
1,3,5,7,9,11,13,15,6616,210,,,,,,,,,,,,,,,,
16,18,20,22,24,26,28,30,6616,211,,,,,,,,12,,,,,,,,1
19,21,23,25,27,29,31,33,6616,212,,,,,,,,12,,,,,,,,1
14,16,18,20,22,24,26,28,6616,213,,,,,,,,13,,,,,,,,1
43,45,47,49,51,53,55,57,6624,3,14,14,14,14,14,14,14,14,1,6,1,2,7,1,4,4
22,24,26,28,30,32,34,36,6624,32,12,12,12,12,12,12,12,12,1,3,1,1,1,1,1,1
20,22,24,26,28,30,32,34,6624,33,12,12,,12,12,12,12,12,3,6,,1,3,1,3,1
16,18,20,23,24,27,28,30,6624,34,11,12,14,14,14,14,14,14,7,7,7,1,1,1,1,1
-1,1,2,4,6,8,10,12,6624,35,,,,,,,,,,,,,,,,
-3,-1,1,3,5,7,9,11,6624,36,,,,,,,,,,,,,,,,
-4,-2,-1,2,3,6,7,9,6624,37,,,,,,,,,,,,,,,,
40,42,44,46,48,50,52,54,6624,175,12,,,,,,,,1,,,,,,,
15,17,19,21,23,25,27,29,6624,176,,9,12,12,,,,,,7,1,,,,,
-1,1,3,5,6,8,10,12,6624,177,,,,,,,,,,,,,,,,
19,21,23,25,27,28,31,33,6624,178,,,,,13,13,,,,,,0,1,3,,
0,2,4,6,8,10,12,14,6624,179,,,,,,,,,,,,,,,,
29,31,33,35,37,39,41,43,6624,180,,,,,,12,,,,,,,,3,,
22,24,26,28,30,32,34,36,6624,181,,,,,,,12,12,,,,,,,1,1
18,20,22,24,26,28,30,32,6624,182,,,,,,,,14,,,,,,,,1
-3,-1,1,3,5,7,9,11,6624,183,,,,,,,,,,,,,,,,
-10,-8,-6,-4,-2,0,2,4,6624,184,,,,,,,,,,,,,,,,
42,44,46,48,50,52,54,56,6625,7,17,17,17,17,14,14,14,14,1,3,3,1,1,1,1,1
55,58,59,61,63,65,67,69,6625,21,12,12,12,12,12,12,12,12,1,1,1,1,1,4,4,4
31,33,35,37,39,41,43,45,6625,30,12,,,,,,,,1,,,,,,,
26,27,29,32,34,36,38,39,6625,31,13,13,13,13,14,14,14,14,1,1,1,1,1,1,1,1
22,24,26,28,30,32,34,36,6625,32,,,,,,,,,,,,,,,,
15,18,20,22,24,26,27,29,6625,33,,12,13,13,15,15,,15,,1,1,1,1,1,,1
9,11,13,15,17,19,21,23,6625,34,,,,,10,12,,,,,,0,7,7,,
6,7,9,11,13,16,17,19,6625,35,,,,,,10,,,,,,,,7,,
56,59,60,62,64,66,68,70,6625,170,12,12,12,12,12,12,12,12,6,6,6,6,6,6,4,4
33,35,37,39,41,43,45,47,6625,174,12,,,,,,,,1,,,,,,,
15,17,19,21,23,25,27,29,6625,175,,,,,,,,,,,,,,,,
49,51,53,55,57,59,61,63,6625,176,17,17,17,17,16,16,16,16,1,1,1,1,1,1,1,1
8,10,12,14,16,18,20,22,6625,177,,,,,,,,,,,,,,,,
-12,-10,-8,-6,-4,-2,0,2,6625,178,,,,,,,,,,,,,,,,
64,66,68,70,72,74,76,78,6626,2,,,,,,,,,,,,,,,4,4
43,45,47,49,51,53,55,57,6626,3,12,12,12,12,11,11,11,11,2,1,1,1,1,1,1,1
42,43,46,48,49,51,53,55,6626,4,13,13,13,13,13,13,13,13,1,1,1,1,1,1,1,1
38,40,42,44,46,48,50,52,6626,6,12,12,12,12,13,13,13,13,1,1,1,1,1,1,1,1
36,39,41,43,45,46,49,50,6626,7,15,15,15,15,17,17,17,17,1,1,1,1,1,1,1,1
35,37,39,41,43,45,47,49,6626,8,15,15,15,13,13,13,13,13,1,1,1,1,1,1,1,1
19,21,23,25,27,28,31,33,6626,30,11,11,11,,,,,12,7,3,,,,,,3
15,17,19,21,22,25,27,29,6626,32,,10,10,10,11,,,,,7,3,,,,,
12,14,16,18,20,22,24,26,6626,34,,,9,11,13,13,14,14,,,7,7,3,3,1,1
13,14,17,18,21,22,25,26,6626,35,,,11,12,12,12,12,13,,,1,7,1,1,1,1
8,10,12,14,16,18,20,22,6626,36,,,,,10,12,13,13,,,,0,7,7,1,1
6,8,10,12,14,16,18,20,6626,37,,,,,,10,,14,,,,,,7,7,1
5,7,9,11,13,15,17,19,6626,38,,,,,,,11,14,,,,,,,7,3
4,6,8,10,12,14,17,18,6626,39,,,,,,,11,12,,,,,,,7,7
2,4,6,8,10,12,14,16,6626,40,,,,,,,,9,,,,,,,,7
51,53,55,57,59,61,63,65,6626,171,14,14,14,14,13,13,13,13,1,1,1,1,1,1,1,4
51,53,55,57,59,61,63,65,6626,173,12,12,12,12,,,,,1,2,1,1,1,3,4,4
40,42,44,46,48,50,52,54,6626,176,12,12,12,12,,,,,1,1,1,,,,,
42,44,46,48,50,52,54,56,6626,180,13,13,13,13,,12,,,1,1,1,,,1,,
15,17,19,21,23,25,27,29,6626,182,,,,,,,,,,,,,,,,1
82,84,86,88,90,92,94,96,6630,1,12,12,12,12,12,12,12,,4,4,4,4,4,4,,
42,44,46,48,50,52,54,56,6633,4,12,14,14,14,12,12,12,12,1,1,1,1,1,1,1,1
23,25,27,29,31,33,35,37,6633,32,12,12,,,,,,,3,3,,,,,,
14,16,18,21,22,24,26,28,6633,36,,10,12,,,,,14,,7,1,,,,,4
11,13,15,17,19,21,23,25,6633,37,,,,,12,,,,,,,0,7,,,
-1,1,2,5,6,8,10,12,6633,38,,,,,,,,,,,,,,,,
46,48,50,53,54,56,58,60,6633,176,,14,14,14,12,12,,,,1,1,,,1,,
82,84,86,88,90,92,94,96,6635,1,,,,,,,,,,4,,,,,,
45,47,50,51,53,55,57,59,6635,5,,12,12,,12,12,12,12,1,1,1,1,1,1,1,1
44,47,49,50,52,54,56,58,6635,6,12,12,12,12,12,12,12,12,1,1,1,1,1,1,1,1
39,42,44,46,47,49,51,53,6635,9,12,12,12,12,12,12,12,12,6,6,6,6,3,6,1,1
29,31,33,35,37,39,41,43,6635,30,,,,,13,13,,,,,,0,1,1,,
25,27,29,31,33,35,37,39,6635,32,,,,,14,14,14,14,1,1,1,1,1,1,1,1
17,20,22,23,25,27,29,31,6635,38,12,12,12,12,16,16,13,13,7,3,3,3,7,3,6,1
14,17,19,21,22,24,27,28,6635,40,,10,11,12,12,12,12,12,,7,1,7,1,3,3,1
14,17,19,21,23,25,26,28,6635,41,,10,12,12,12,12,,12,,7,3,1,1,1,,
13,15,17,19,21,22,25,27,6635,42,,,10,12,11,12,,,,,7,3,1,3,,
12,14,16,18,20,22,24,26,6635,43,,,,,12,13,,,,,,0,7,1,,
10,13,15,17,19,20,22,24,6635,44,,,,11,12,13,,16,,,,7,7,7,,1
9,11,13,15,17,19,21,23,6635,48,,,,,11,13,,,,,,0,7,1,,
8,11,13,15,16,19,21,22,6635,49,,,,,10,11,11,,,,,0,7,3,3,
8,10,12,14,16,18,20,22,6635,50,,,,,9,12,12,13,,,,0,7,7,1,1
7,9,11,13,15,18,20,21,6635,51,,,,,,12,12,12,,,,,,6,1,1
6,8,10,12,14,17,18,20,6635,52,,,,,,9,11,11,,,,,,3,3,3
5,8,10,11,13,15,17,19,6635,53,,,,,,,11,11,,,,,,,1,6
4,6,8,10,12,14,16,18,6635,54,,,,,,,,,,,,,,,,
1,3,5,7,9,11,13,15,6635,55,,,,,,,,,,,,,,,,
1,3,5,7,9,11,13,15,6635,56,,,,,,,,,,,,,,,,
1,3,5,7,9,11,13,15,6635,57,,,,,,,,,,,,,,,,
-3,-1,1,2,4,6,9,10,6635,58,,,,,,,,,,,,,,,,
-5,-3,-1,1,2,4,7,9,6635,59,,,,,,,,,,,,,,,,
-5,-3,-1,1,2,4,7,8,6635,60,,,,,,,,,,,,,,,,
-5,-3,-1,1,2,4,6,8,6635,61,,,,,,,,,,,,,,,,
-8,-6,-4,-2,-2,2,4,4,6635,62,,,,,,,,,,,,,,,,
-9,-7,-5,-3,-1,1,3,5,6635,63,,,,,,,,,,,,,,,,
-11,-9,-7,-5,-3,-1,1,3,6635,64,,,,,,,,,,,,,,,,
-11,-9,-7,-5,-3,-1,1,2,6635,65,,,,,,,,,,,,,,,,
-11,-9,-7,-5,-3,-1,1,3,6635,66,,,,,,,,,,,,,,,,
-10,-8,-6,-4,-2,0,2,4,6635,67,,,,,,,,,,,,,,,,
-13,-11,-9,-7,-5,-3,-1,1,6635,68,,,,,,,,,,,,,,,,
-13,-11,-9,-7,-5,-3,-1,1,6635,69,,,,,,,,,,,,,,,,
-13,-11,-9,-7,-5,-3,-1,1,6635,70,,,,,,,,,,,,,,,,
29,31,33,35,37,39,41,43,6635,171,12,12,12,12,13,12,12,12,1,1,1,1,1,1,1,6
47,49,51,53,55,57,59,61,6635,173,,14,,,14,14,14,14,1,1,1,1,1,2,1,1
24,26,28,30,32,35,36,38,6635,176,12,13,14,14,,13,13,13,2,1,3,,,6,6,3
26,29,30,32,34,36,38,40,6635,184,12,12,,,,,,,,1,,,,,,
34,36,38,40,42,44,46,48,6635,185,,,,,,,,,,,1,1,1,,,
61,63,65,67,69,71,73,75,6635,186,,,,,,,,,,,4,,,,,
27,29,31,33,35,37,39,41,6635,187,,,,,,,,,,,,1,1,1,1,1
12,14,16,18,20,22,24,26,6635,188,,,,,,,,,,,,,,,,
4,6,8,10,12,14,16,18,6635,189,,,,,,,,,,,,,,,,
29,31,33,35,37,39,40,42,6635,190,,,,,,12,12,12,,,,,,1,1,1
6,8,10,12,14,16,18,20,6635,191,,,,,,,,12,,,,,,,7,1
50,52,54,56,58,60,61,64,6635,192,,,,,,,,,,,,,,,4,
10,12,14,16,18,20,22,24,6635,193,,,,,,,8,8,,,,,,,3,3
-8,-6,-4,-2,0,2,4,6,6635,194,,,,,,,,,,,,,,,,
-9,-7,-5,-3,-1,1,3,4,6635,195,,,,,,,,,,,,,,,,
-11,-9,-7,-5,-3,-1,1,1,6635,196,,,,,,,,,,,,,,,,
66,68,70,72,74,76,78,80,6635,197,,,,,,,6,6,,,,,,,4,4
-12,-10,-8,-6,-4,-2,0,2,6635,198,,,,,,,,,,,,,,,,
48,50,52,54,56,58,60,62,6635,199,,,,,,,,13,,,,,,,,1
40,42,44,46,48,50,52,54,6639,5,11,11,11,11,11,11,11,11,1,1,1,1,3,1,1,3
37,39,41,43,45,47,49,51,6639,6,15,15,15,15,14,14,14,14,1,1,3,1,1,1,5,4
23,25,27,29,31,33,35,38,6639,33,12,12,12,12,12,12,12,12,1,1,1,1,1,1,1,4
22,24,27,29,31,33,34,37,6639,34,11,,11,11,12,12,12,12,3,,1,1,3,1,3,1
21,23,25,27,29,31,33,35,6639,35,9,9,9,9,,,,,1,3,3,6,7,1,3,6
14,16,18,20,22,24,26,28,6639,36,,10,10,12,12,11,12,12,,7,7,3,3,3,3,6
13,15,17,19,21,23,25,27,6639,37,,,9,12,12,12,12,12,,,7,5,5,3,,3
12,14,15,18,20,21,23,26,6639,38,,,,11,12,12,12,12,,,,7,1,3,1,1
4,6,8,10,12,14,16,18,6639,39,,,,,,,9,11,,,,,,,7,7
4,6,8,10,12,14,16,19,6639,40,,,,,,,11,12,,,,,,,7,6
